000_filename;width;height;class;xmin;ymin;xmax;ymax
001_1084779_jpg.rf.0ad45dc68e7c86d5c8442df914a06647.jpg;416;416;warship;266;22;361;340
002_1084779_jpg.rf.0ad45dc68e7c86d5c8442df914a06647.jpg;416;416;warship;53;40;222;349
003_2582354_jpg.rf.0af0259b6c2a4d5074b260ce70cd3ab2.jpg;416;416;warship;54;5;349;348
004_warship_17_jpg.rf.0af8a97347f29044fd2a780a2db56e4a.jpg;416;416;warship;54;52;354;359
005_2677729_jpg.rf.0b36d3b9492b46d2f4af70b9e043dc0c.jpg;416;416;warship;93;134;248;348
006_2842183_jpg.rf.0b86aea59e92dcf958ebce0a347b3863.jpg;416;416;warship;30;92;401;286
007_2062578_jpg.rf.0bb739cb91daa2cdca3f7af6a7569214.jpg;416;416;warship;10;131;402;277
008_2850537_jpg.rf.0bd94964dfb8a1ffd50a46fc8a42ba16.jpg;416;416;warship;32;120;399;350
009_1062006_jpg.rf.0c5da709479768bc67ad6c5b17c57486.jpg;416;416;warship;34;13;390;323
010_947703_jpg.rf.0c732738ba19c2e407387c14538a6fc1.jpg;416;416;warship;16;123;392;285
011_2774108_jpg.rf.0cb1ef3bcb11dc3b986a7dc7e5761adc.jpg;416;416;warship;143;0;301;393
012_2556711_jpg.rf.0cc609fb5d783ae235e1eeaafa5849c5.jpg;416;416;warship;34;22;355;403
013_warship_242_jpg.rf.0d1192e5a8cd2e45f4238a59e87725ed.jpg;416;416;warship;70;28;276;353
014_warship_242_jpg.rf.0d1192e5a8cd2e45f4238a59e87725ed.jpg;416;416;warship;6;136;125;256
015_2213594_jpg.rf.0d7023b55f37266e6c5dfc6a3a3691ac.jpg;416;416;warship;8;9;400;372
016_warship_258_jpg.rf.0d82b9ceeca92dd3727f69b026c21ee1.jpg;416;416;warship;9;60;415;279
017_2788712_jpg.rf.0ddc1db347d18e5a49a0313941ee9169.jpg;416;416;warship;0;83;230;303
018_2788712_jpg.rf.0ddc1db347d18e5a49a0313941ee9169.jpg;416;416;warship;56;145;361;327
019_2636060_jpg.rf.0e0fd608547068742d1f458b889e0575.jpg;416;416;warship;44;48;353;258
020_2843463_jpg.rf.0e11f995162f2f9f55e83069b385ca65.jpg;416;416;warship;30;141;397;273
021_warship_272_jpg.rf.10007d77512e9fe9549d8f43d5a4e30f.jpg;416;416;warship;55;48;359;335
022_warship_258_jpg.rf.0e8ef05401b1c32adc6f16d8bc2cd6ac.jpg;416;416;warship;9;60;415;279
